Pair,Horizon,Magnitude,Position,Threshold,Low,High
BTCUSD,5,3,13,2.0,0.23,0.48
BTCUSD,5,3,14,2.5,0.29,0.46
BTCUSD,5,3,15,3.0,0.21,0.45
BTCUSD,6,1,1,0.01,0.36,0.63
BTCUSD,6,1,2,0.02,0.27,0.62
BTCUSD,6,1,3,0.03,0.34,0.63
BTCUSD,6,1,4,0.04,0.32,0.63
BTCUSD,6,1,5,0.05,0.30,0.65
BTCUSD,6,2,6,0.1,0.34,0.61
BTCUSD,6,2,7,0.2,0.38,0.64
BTCUSD,6,2,8,0.3,0.34,0.61
BTCUSD,6,2,9,0.4,0.22,0.42
BTCUSD,6,2,10,0.5,0.17,0.42
BTCUSD,6,3,11,1.0,0.22,0.42
BTCUSD,6,3,12,1.5,0.20,0.40
BTCUSD,6,3,13,2.0,0.22,0.41
BTCUSD,6,3,14,2.5,0.22,0.42
BTCUSD,6,3,15,3.0,0.19,0.40
BTCUSD,7,1,1,0.01,0.36,0.65
BTCUSD,7,1,2,0.02,0.39,0.60
BTCUSD,7,1,3,0.03,0.39,0.60
BTCUSD,7,1,4,0.04,0.35,0.59
BTCUSD,7,1,5,0.05,0.37,0.61
BTCUSD,7,2,6,0.1,0.35,0.59
BTCUSD,7,2,7,0.2,0.39,0.60
BTCUSD,7,2,8,0.3,0.32,0.63
BTCUSD,7,2,9,0.4,0.33,0.61
BTCUSD,7,2,10,0.5,0.30,0.58
BTCUSD,7,3,11,1.0,0.23,0.48
BTCUSD,7,3,12,1.5,0.24,0.43
BTCUSD,7,3,13,2.0,0.16,0.45
BTCUSD,7,3,14,2.5,0.20,0.39
BTCUSD,7,3,15,3.0,0.20,0.41
EURSEK,1,1,1,0.01,0.86,0.95
EURSEK,1,1,2,0.02,0.44,0.64
EURSEK,1,1,3,0.03,0.44,0.63
EURSEK,1,1,4,0.04,0.41,0.64
EURSEK,1,1,5,0.05,0.30,0.61
EURSEK,1,2,6,0.1,0.43,0.68
EURSEK,1,2,7,0.2,0.26,0.62
EURSEK,1,2,8,0.3,0.31,0.61
EURSEK,1,2,9,0.4,0.38,0.62
EURSEK,1,2,10,0.5,0.48,0.68
EURSEK,2,1,1,0.01,0.43,0.82
EURSEK,2,1,2,0.02,0.66,0.82
EURSEK,2,1,3,0.03,0.25,0.49
EURSEK,2,1,4,0.04,0.29,0.54
EURSEK,2,1,5,0.05,0.22,0.54
EURSEK,2,2,6,0.1,0.28,0.51
EURSEK,2,2,7,0.2,0.32,0.57
EURSEK,2,2,8,0.3,0.25,0.57
EURSEK,2,2,9,0.4,0.22,0.59
EURSEK,2,2,10,0.5,0.30,0.55
EURSEK,3,1,1,0.01,0.38,0.77
EURSEK,3,1,2,0.02,0.34,0.76
EURSEK,3,1,3,0.03,0.17,0.51
EURSEK,3,1,4,0.04,0.27,0.51
EURSEK,3,1,5,0.05,0.20,0.55
EURSEK,3,2,6,0.1,0.26,0.56
EURSEK,3,2,7,0.2,0.23,0.52
EURSEK,3,2,8,0.3,0.24,0.55
EURSEK,3,2,9,0.4,0.22,0.54
EURSEK,3,2,10,0.5,0.30,0.58
EURSEK,3,3,11,1.0,0.31,0.65
EURSEK,4,1,1,0.01,0.38,0.76
EURSEK,4,1,2,0.02,0.38,0.77
EURSEK,4,1,3,0.03,0.27,0.57
EURSEK,4,1,4,0.04,0.23,0.52
EURSEK,4,1,5,0.05,0.25,0.49
EURSEK,4,2,6,0.1,0.24,0.44
EURSEK,4,2,7,0.2,0.21,0.50
EURSEK,4,2,8,0.3,0.19,0.52
EURSEK,4,2,9,0.4,0.23,0.50
EURSEK,4,2,10,0.5,0.27,0.51
EURSEK,4,3,11,1.0,0.38,0.59
EURSEK,5,1,1,0.01,0.34,0.72
EURSEK,5,1,2,0.02,0.34,0.70
EURSEK,5,1,3,0.03,0.31,0.73
EURSEK,5,1,4,0.04,0.27,0.53
EURSEK,5,1,5,0.05,0.16,0.51
EURSEK,5,2,6,0.1,0.20,0.53
EURSEK,5,2,7,0.2,0.24,0.49
EURSEK,5,2,8,0.3,0.21,0.49
EURSEK,5,2,9,0.4,0.22,0.48
EURSEK,5,2,10,0.5,0.26,0.48
EURSEK,5,3,11,1.0,0.25,0.58
EURSEK,6,1,1,0.01,0.33,0.69
EURSEK,6,1,2,0.02,0.36,0.67
EURSEK,6,1,3,0.03,0.39,0.67
EURSEK,6,1,4,0.04,0.31,0.66
EURSEK,6,1,5,0.05,0.31,0.68
EURSEK,6,2,6,0.1,0.17,0.39
EURSEK,6,2,7,0.2,0.19,0.44
EURSEK,6,2,8,0.3,0.21,0.46
EURSEK,6,2,9,0.4,0.22,0.47
EURSEK,6,2,10,0.5,0.20,0.38
EURSEK,6,3,11,1.0,0.29,0.54
EURSEK,6,3,12,1.5,0.24,0.57
EURSEK,6,3,13,2.0,0.46,0.66
EURSEK,7,1,1,0.01,0.33,0.64
EURSEK,7,1,2,0.02,0.35,0.63
EURSEK,7,1,3,0.03,0.29,0.63
EURSEK,7,1,4,0.04,0.37,0.64
EURSEK,7,1,5,0.05,0.34,0.65
EURSEK,7,2,6,0.1,0.22,0.45
EURSEK,7,2,7,0.2,0.20,0.45
EURSEK,7,2,8,0.3,0.22,0.38
EURSEK,7,2,9,0.4,0.21,0.38
EURSEK,7,2,10,0.5,0.18,0.46
EURSEK,7,3,11,1.0,0.20,0.44
EURSEK,7,3,12,1.5,0.22,0.51
EURSEK,7,3,13,2.0,0.30,0.66
USDJPY,1,1,1,0.01,0.92,0.98
USDJPY,1,1,2,0.02,0.44,0.68
USDJPY,1,1,3,0.03,0.49,0.66
USDJPY,1,1,4,0.04,0.41,0.72
USDJPY,1,1,5,0.05,0.34,0.69
USDJPY,1,2,6,0.1,0.12,0.68
USDJPY,1,2,7,0.2,0.36,0.69
USDJPY,1,2,8,0.3,0.45,0.67
USDJPY,1,2,9,0.4,0.45,0.67
USDJPY,1,2,10,0.5,0.35,0.66
USDJPY,2,1,1,0.01,0.56,0.80
USDJPY,2,1,2,0.02,0.54,0.81
USDJPY,2,1,3,0.03,0.30,0.56
USDJPY,2,1,4,0.04,0.34,0.51
USDJPY,2,1,5,0.05,0.37,0.53
USDJPY,2,2,6,0.1,0.24,0.56
USDJPY,2,2,7,0.2,0.27,0.55
USDJPY,2,2,8,0.3,0.29,0.56
USDJPY,2,2,9,0.4,0.30,0.55
USDJPY,2,2,10,0.5,0.33,0.57
USDJPY,2,3,11,1.0,0.43,0.61
USDJPY,3,1,1,0.01,0.32,0.75
USDJPY,3,1,2,0.02,0.36,0.76
USDJPY,3,1,3,0.03,0.49,0.75
USDJPY,3,1,4,0.04,0.28,0.60
USDJPY,3,1,5,0.05,0.20,0.56
USDJPY,3,2,6,0.1,0.24,0.49
USDJPY,3,2,7,0.2,0.20,0.54
USDJPY,3,2,8,0.3,0.21,0.54
USDJPY,3,2,9,0.4,0.24,0.53
USDJPY,3,2,10,0.5,0.24,0.53
USDJPY,3,3,11,1.0,0.21,0.53
USDJPY,4,1,1,0.01,0.30,0.72
USDJPY,4,1,2,0.02,0.34,0.73
USDJPY,4,1,3,0.03,0.35,0.76
USDJPY,4,1,4,0.04,0.34,0.78
USDJPY,4,1,5,0.05,0.24,0.56
USDJPY,4,2,6,0.1,0.19,0.47
USDJPY,4,2,7,0.2,0.21,0.50
USDJPY,4,2,8,0.3,0.24,0.50
USDJPY,4,2,9,0.4,0.20,0.51
USDJPY,4,2,10,0.5,0.20,0.51
USDJPY,4,3,11,1.0,0.29,0.53
USDJPY,4,3,12,1.5,0.46,0.76
USDJPY,5,1,1,0.01,0.29,0.70
USDJPY,5,1,2,0.02,0.32,0.69
USDJPY,5,1,3,0.03,0.34,0.72
USDJPY,5,1,4,0.04,0.17,0.50
USDJPY,5,1,5,0.05,0.21,0.48
USDJPY,5,2,6,0.1,0.21,0.46
USDJPY,5,2,7,0.2,0.23,0.43
USDJPY,5,2,8,0.3,0.22,0.49
USDJPY,5,2,9,0.4,0.22,0.46
USDJPY,5,2,10,0.5,0.19,0.46
USDJPY,5,3,11,1.0,0.24,0.47
USDJPY,5,3,12,1.5,0.22,0.51
USDJPY,6,1,1,0.01,0.32,0.68
USDJPY,6,1,2,0.02,0.39,0.67
USDJPY,6,1,3,0.03,0.25,0.70
USDJPY,6,1,4,0.04,0.35,0.69
USDJPY,6,1,5,0.05,0.31,0.69
USDJPY,6,2,6,0.1,0.24,0.46
USDJPY,6,2,7,0.2,0.16,0.46
USDJPY,6,2,8,0.3,0.22,0.46
USDJPY,6,2,9,0.4,0.25,0.43
USDJPY,6,2,10,0.5,0.18,0.42
USDJPY,6,3,11,1.0,0.15,0.42
USDJPY,6,3,12,1.5,0.26,0.44
USDJPY,6,3,13,2.0,0.28,0.56
USDJPY,7,1,1,0.01,0.34,0.63
USDJPY,7,1,2,0.02,0.28,0.63
USDJPY,7,1,3,0.03,0.26,0.64
USDJPY,7,1,4,0.04,0.33,0.65
USDJPY,7,1,5,0.05,0.28,0.68
USDJPY,7,2,6,0.1,0.14,0.44
USDJPY,7,2,7,0.2,0.19,0.43
USDJPY,7,2,8,0.3,0.24,0.43
USDJPY,7,2,9,0.4,0.20,0.43
USDJPY,7,2,10,0.5,0.19,0.39
USDJPY,7,3,11,1.0,0.21,0.46
USDJPY,7,3,12,1.5,0.18,0.45
USDJPY,7,3,13,2.0,0.14,0.42
USDJPY,7,3,14,2.5,0.34,0.65
USDJPY,7,3,15,3.0,0.26,0.60
USDRUB,1,1,1,0.01,0.90,0.98
USDRUB,1,1,2,0.02,0.92,0.98
USDRUB,1,1,3,0.03,0.32,0.65
USDRUB,1,1,4,0.04,0.41,0.61
USDRUB,1,1,5,0.05,0.24,0.59
USDRUB,1,2,6,0.1,0.44,0.64
USDRUB,1,2,7,0.2,0.42,0.62
USDRUB,1,2,8,0.3,0.38,0.66
USDRUB,1,2,9,0.4,0.35,0.62
USDRUB,1,2,10,0.5,0.42,0.65
USDRUB,1,3,11,1.0,0.44,0.67
USDRUB,2,1,1,0.01,0.45,0.80
USDRUB,2,1,2,0.02,0.50,0.81
USDRUB,2,1,3,0.03,0.50,0.82
USDRUB,2,1,4,0.04,0.53,0.85
USDRUB,2,1,5,0.05,0.25,0.58
USDRUB,2,2,6,0.1,0.25,0.54
USDRUB,2,2,7,0.2,0.21,0.57
USDRUB,2,2,8,0.3,0.30,0.54
USDRUB,2,2,9,0.4,0.33,0.57
USDRUB,2,2,10,0.5,0.29,0.58
USDRUB,2,3,11,1.0,0.40,0.64
USDRUB,2,3,12,1.5,0.32,0.61
USDRUB,3,1,1,0.01,0.43,0.72
USDRUB,3,1,2,0.02,0.48,0.76
USDRUB,3,1,3,0.03,0.43,0.76
USDRUB,3,1,4,0.04,0.25,0.53
USDRUB,3,1,5,0.05,0.25,0.52
USDRUB,3,2,6,0.1,0.21,0.47
USDRUB,3,2,7,0.2,0.30,0.47
USDRUB,3,2,8,0.3,0.27,0.48
USDRUB,3,2,9,0.4,0.20,0.51
USDRUB,3,2,10,0.5,0.26,0.55
USDRUB,3,3,11,1.0,0.29,0.56
USDRUB,3,3,12,1.5,0.31,0.60
USDRUB,3,3,13,2.0,0.34,0.62
USDRUB,4,1,1,0.01,0.49,0.73
USDRUB,4,1,2,0.02,0.41,0.72
USDRUB,4,1,3,0.03,0.43,0.71
USDRUB,4,1,4,0.04,0.40,0.72
USDRUB,4,1,5,0.05,0.41,0.75
USDRUB,4,2,6,0.1,0.19,0.45
USDRUB,4,2,7,0.2,0.23,0.48
USDRUB,4,2,8,0.3,0.22,0.49
USDRUB,4,2,9,0.4,0.25,0.50
USDRUB,4,2,10,0.5,0.25,0.50
USDRUB,4,3,11,1.0,0.18,0.56
USDRUB,4,3,12,1.5,0.26,0.53
USDRUB,4,3,13,2.0,0.26,0.54
USDRUB,4,3,14,2.5,0.31,0.59
USDRUB,5,1,1,0.01,0.31,0.67
USDRUB,5,1,2,0.02,0.39,0.66
USDRUB,5,1,3,0.03,0.28,0.69
USDRUB,5,1,4,0.04,0.36,0.68
USDRUB,5,1,5,0.05,0.36,0.69
USDRUB,5,2,6,0.1,0.31,0.49
USDRUB,5,2,7,0.2,0.28,0.52
USDRUB,5,2,8,0.3,0.22,0.50
USDRUB,5,2,9,0.4,0.25,0.49
USDRUB,5,2,10,0.5,0.14,0.47
USDRUB,5,3,11,1.0,0.21,0.48
USDRUB,5,3,12,1.5,0.29,0.49
USDRUB,5,3,13,2.0,0.25,0.56
USDRUB,5,3,14,2.5,0.22,0.54
USDRUB,6,1,1,0.01,0.38,0.66
USDRUB,6,1,2,0.02,0.36,0.70
USDRUB,6,1,3,0.03,0.28,0.67
USDRUB,6,1,4,0.04,0.34,0.67
USDRUB,6,1,5,0.05,0.27,0.68
USDRUB,6,2,6,0.1,0.36,0.68
USDRUB,6,2,7,0.2,0.21,0.47
USDRUB,6,2,8,0.3,0.22,0.49
USDRUB,6,2,9,0.4,0.24,0.43
USDRUB,6,2,10,0.5,0.22,0.44
USDRUB,6,3,11,1.0,0.23,0.46
USDRUB,6,3,12,1.5,0.20,0.46
USDRUB,6,3,13,2.0,0.19,0.45
USDRUB,6,3,14,2.5,0.21,0.46
USDRUB,6,3,15,3.0,0.28,0.48
USDRUB,7,1,1,0.01,0.36,0.62
USDRUB,7,1,2,0.02,0.36,0.66
USDRUB,7,1,3,0.03,0.34,0.72
USDRUB,7,1,4,0.04,0.39,0.64
USDRUB,7,1,5,0.05,0.36,0.66
USDRUB,7,2,6,0.1,0.33,0.66
USDRUB,7,2,7,0.2,0.22,0.47
USDRUB,7,2,8,0.3,0.20,0.46
USDRUB,7,2,9,0.4,0.24,0.47
USDRUB,7,2,10,0.5,0.15,0.45
USDRUB,7,3,11,1.0,0.20,0.42
USDRUB,7,3,12,1.5,0.24,0.43
USDRUB,7,3,13,2.0,0.20,0.44
USDRUB,7,3,14,2.5,0.25,0.46
USDRUB,7,3,15,3.0,0.21,0.45
EURGBP,1,1,1,0.01,0.88,0.95
EURGBP,1,1,2,0.02,0.39,0.61
EURGBP,1,1,3,0.03,0.36,0.66
EURGBP,1,1,4,0.04,0.40,0.63
EURGBP,1,1,5,0.05,0.47,0.65
EURGBP,1,2,6,0.1,0.39,0.64
EURGBP,1,2,7,0.2,0.39,0.64
EURGBP,1,2,8,0.3,0.47,0.63
EURGBP,1,2,9,0.4,0.35,0.68
EURGBP,1,2,10,0.5,0.46,0.71
EURGBP,2,1,1,0.01,0.50,0.80
EURGBP,2,1,2,0.02,0.47,0.79
EURGBP,2,1,3,0.03,0.25,0.56
EURGBP,2,1,4,0.04,0.24,0.56
EURGBP,2,1,5,0.05,0.27,0.54
EURGBP,2,2,6,0.1,0.25,0.52
EURGBP,2,2,7,0.2,0.23,0.53
EURGBP,2,2,8,0.3,0.29,0.51
EURGBP,2,2,9,0.4,0.34,0.55
EURGBP,2,2,10,0.5,0.42,0.57
EURGBP,2,3,11,1.0,0.36,0.57
EURGBP,3,1,1,0.01,0.40,0.74
EURGBP,3,1,2,0.02,0.41,0.78
EURGBP,3,1,3,0.03,0.47,0.77
EURGBP,3,1,4,0.04,0.27,0.59
EURGBP,3,1,5,0.05,0.22,0.52
EURGBP,3,2,6,0.1,0.25,0.54
EURGBP,3,2,7,0.2,0.32,0.50
EURGBP,3,2,8,0.3,0.24,0.51
EURGBP,3,2,9,0.4,0.23,0.59
EURGBP,3,2,10,0.5,0.21,0.57
EURGBP,3,3,11,1.0,0.33,0.61
EURGBP,4,1,1,0.01,0.36,0.74
EURGBP,4,1,2,0.02,0.33,0.74
EURGBP,4,1,3,0.03,0.31,0.72
EURGBP,4,1,4,0.04,0.22,0.55
EURGBP,4,1,5,0.05,0.22,0.57
EURGBP,4,2,6,0.1,0.16,0.48
EURGBP,4,2,7,0.2,0.18,0.50
EURGBP,4,2,8,0.3,0.23,0.49
EURGBP,4,2,9,0.4,0.25,0.46
EURGBP,4,2,10,0.5,0.18,0.51
EURGBP,4,3,11,1.0,0.25,0.55
EURGBP,5,1,1,0.01,0.32,0.71
EURGBP,5,1,2,0.02,0.37,0.70
EURGBP,5,1,3,0.03,0.29,0.72
EURGBP,5,1,4,0.04,0.34,0.73
EURGBP,5,1,5,0.05,0.08,0.47
EURGBP,5,2,6,0.1,0.25,0.51
EURGBP,5,2,7,0.2,0.22,0.45
EURGBP,5,2,8,0.3,0.21,0.47
EURGBP,5,2,9,0.4,0.24,0.46
EURGBP,5,2,10,0.5,0.21,0.47
EURGBP,5,3,11,1.0,0.25,0.47
EURGBP,5,3,12,1.5,0.22,0.57
EURGBP,6,1,1,0.01,0.34,0.63
EURGBP,6,1,2,0.02,0.30,0.69
EURGBP,6,1,3,0.03,0.32,0.66
EURGBP,6,1,4,0.04,0.37,0.66
EURGBP,6,1,5,0.05,0.41,0.66
EURGBP,6,2,6,0.1,0.22,0.44
EURGBP,6,2,7,0.2,0.13,0.40
EURGBP,6,2,8,0.3,0.21,0.46
EURGBP,6,2,9,0.4,0.16,0.44
EURGBP,6,2,10,0.5,0.19,0.46
EURGBP,6,3,11,1.0,0.26,0.49
EURGBP,6,3,12,1.5,0.24,0.49
EURGBP,6,3,13,2.0,0.18,0.52
EURGBP,6,3,14,2.5,0.31,0.63
EURGBP,7,1,1,0.01,0.28,0.63
EURGBP,7,1,2,0.02,0.36,0.62
EURGBP,7,1,3,0.03,0.33,0.61
EURGBP,7,1,4,0.04,0.30,0.63
EURGBP,7,1,5,0.05,0.32,0.67
EURGBP,7,2,6,0.1,0.20,0.43
EURGBP,7,2,7,0.2,0.21,0.43
EURGBP,7,2,8,0.3,0.19,0.42
EURGBP,7,2,9,0.4,0.16,0.45
EURGBP,7,2,10,0.5,0.23,0.42
EURGBP,7,3,11,1.0,0.25,0.43
EURGBP,7,3,12,1.5,0.15,0.47
EURGBP,7,3,13,2.0,0.19,0.42
EURGBP,7,3,14,2.5,0.22,0.48
EURGBP,7,3,15,3.0,0.30,0.56
GBPJPY,1,1,1,0.01,0.89,0.96
GBPJPY,1,1,2,0.02,0.44,0.60
GBPJPY,1,1,3,0.03,0.44,0.59
GBPJPY,1,1,4,0.04,0.38,0.60
GBPJPY,1,1,5,0.05,0.34,0.62
GBPJPY,1,2,6,0.1,0.42,0.62
GBPJPY,1,2,7,0.2,0.39,0.61
GBPJPY,1,2,8,0.3,0.38,0.61
GBPJPY,1,2,9,0.4,0.31,0.66
GBPJPY,1,2,10,0.5,0.40,0.60
GBPJPY,1,3,11,1.0,0.44,0.83
GBPJPY,2,1,1,0.01,0.51,0.81
GBPJPY,2,1,2,0.02,0.45,0.81
GBPJPY,2,1,3,0.03,0.51,0.80
GBPJPY,2,1,4,0.04,0.56,0.84
GBPJPY,2,1,5,0.05,0.27,0.52
GBPJPY,2,2,6,0.1,0.29,0.53
GBPJPY,2,2,7,0.2,0.37,0.56
GBPJPY,2,2,8,0.3,0.29,0.53
GBPJPY,2,2,9,0.4,0.32,0.53
GBPJPY,2,2,10,0.5,0.31,0.53
GBPJPY,2,3,11,1.0,0.27,0.59
GBPJPY,3,1,1,0.01,0.49,0.77
GBPJPY,3,1,2,0.02,0.54,0.77
GBPJPY,3,1,3,0.03,0.44,0.80
GBPJPY,3,1,4,0.04,0.40,0.79
GBPJPY,3,1,5,0.05,0.24,0.53
GBPJPY,3,2,6,0.1,0.19,0.53
GBPJPY,3,2,7,0.2,0.23,0.48
GBPJPY,3,2,8,0.3,0.26,0.47
GBPJPY,3,2,9,0.4,0.23,0.53
GBPJPY,3,2,10,0.5,0.26,0.53
GBPJPY,3,3,11,1.0,0.32,0.55
GBPJPY,3,3,12,1.5,0.40,0.59
GBPJPY,4,1,1,0.01,0.29,0.74
GBPJPY,4,1,2,0.02,0.45,0.71
GBPJPY,4,1,3,0.03,0.45,0.72
GBPJPY,4,1,4,0.04,0.29,0.68
GBPJPY,4,1,5,0.05,0.31,0.74
GBPJPY,4,2,6,0.1,0.22,0.44
GBPJPY,4,2,7,0.2,0.24,0.45
GBPJPY,4,2,8,0.3,0.25,0.44
GBPJPY,4,2,9,0.4,0.27,0.48
GBPJPY,4,2,10,0.5,0.26,0.53
GBPJPY,4,3,11,1.0,0.24,0.48
GBPJPY,4,3,12,1.5,0.27,0.54
GBPJPY,4,3,13,2.0,0.42,0.73
GBPJPY,5,1,1,0.01,0.42,0.65
GBPJPY,5,1,2,0.02,0.35,0.67
GBPJPY,5,1,3,0.03,0.33,0.69
GBPJPY,5,1,4,0.04,0.42,0.71
GBPJPY,5,1,5,0.05,0.37,0.71
GBPJPY,5,2,6,0.1,0.23,0.46
GBPJPY,5,2,7,0.2,0.24,0.43
GBPJPY,5,2,8,0.3,0.26,0.44
GBPJPY,5,2,9,0.4,0.21,0.42
GBPJPY,5,2,10,0.5,0.25,0.44
GBPJPY,5,3,11,1.0,0.27,0.48
GBPJPY,5,3,12,1.5,0.30,0.53
GBPJPY,5,3,13,2.0,0.37,0.56
GBPJPY,5,3,14,2.5,0.41,0.67
GBPJPY,6,1,1,0.01,0.33,0.64
GBPJPY,6,1,2,0.02,0.36,0.64
GBPJPY,6,1,3,0.03,0.34,0.60
GBPJPY,6,1,4,0.04,0.34,0.66
GBPJPY,6,1,5,0.05,0.36,0.65
GBPJPY,6,2,6,0.1,0.39,0.61
GBPJPY,6,2,7,0.2,0.21,0.40
GBPJPY,6,2,8,0.3,0.23,0.45
GBPJPY,6,2,9,0.4,0.18,0.42
GBPJPY,6,2,10,0.5,0.17,0.42
GBPJPY,6,3,11,1.0,0.19,0.42
GBPJPY,6,3,12,1.5,0.20,0.46
GBPJPY,6,3,13,2.0,0.25,0.47
GBPJPY,6,3,14,2.5,0.21,0.46
GBPJPY,6,3,15,3.0,0.24,0.47
GBPJPY,7,1,1,0.01,0.32,0.60
GBPJPY,7,1,2,0.02,0.31,0.56
GBPJPY,7,1,3,0.03,0.34,0.62
GBPJPY,7,1,4,0.04,0.30,0.65
GBPJPY,7,1,5,0.05,0.31,0.61
GBPJPY,7,2,6,0.1,0.41,0.60
GBPJPY,7,2,7,0.2,0.14,0.45
GBPJPY,7,2,8,0.3,0.20,0.43
GBPJPY,7,2,9,0.4,0.23,0.44
GBPJPY,7,2,10,0.5,0.24,0.44
GBPJPY,7,3,11,1.0,0.17,0.41
GBPJPY,7,3,12,1.5,0.21,0.42
GBPJPY,7,3,13,2.0,0.22,0.44
GBPJPY,7,3,14,2.5,0.24,0.44
GBPJPY,7,3,15,3.0,0.26,0.42
EURCAD,1,1,1,0.01,0.86,0.95
EURCAD,1,1,2,0.02,0.87,0.95
EURCAD,1,1,3,0.03,0.38,0.64
EURCAD,1,1,4,0.04,0.38,0.66
EURCAD,1,1,5,0.05,0.44,0.67
EURCAD,1,2,6,0.1,0.42,0.64
EURCAD,1,2,7,0.2,0.42,0.65
EURCAD,1,2,8,0.3,0.40,0.65
EURCAD,1,2,9,0.4,0.25,0.66
EURCAD,1,2,10,0.5,0.30,0.67
EURCAD,2,1,1,0.01,0.59,0.83
EURCAD,2,1,2,0.02,0.73,0.82
EURCAD,2,1,3,0.03,0.51,0.82
EURCAD,2,1,4,0.04,0.24,0.56
EURCAD,2,1,5,0.05,0.26,0.55
EURCAD,2,2,6,0.1,0.33,0.55
EURCAD,2,2,7,0.2,0.31,0.56
EURCAD,2,2,8,0.3,0.23,0.63
EURCAD,2,2,9,0.4,0.27,0.65
EURCAD,2,2,10,0.5,0.35,0.61
EURCAD,2,3,11,1.0,0.46,0.68
EURCAD,3,1,1,0.01,0.46,0.80
EURCAD,3,1,2,0.02,0.38,0.83
EURCAD,3,1,3,0.03,0.20,0.54
EURCAD,3,1,4,0.04,0.27,0.55
EURCAD,3,1,5,0.05,0.28,0.56
EURCAD,3,2,6,0.1,0.29,0.51
EURCAD,3,2,7,0.2,0.26,0.54
EURCAD,3,2,8,0.3,0.24,0.59
EURCAD,3,2,9,0.4,0.30,0.55
EURCAD,3,2,10,0.5,0.25,0.57
EURCAD,3,3,11,1.0,0.24,0.57
EURCAD,4,1,1,0.01,0.40,0.76
EURCAD,4,1,2,0.02,0.49,0.76
EURCAD,4,1,3,0.03,0.33,0.78
EURCAD,4,1,4,0.04,0.48,0.76
EURCAD,4,1,5,0.05,0.32,0.56
EURCAD,4,2,6,0.1,0.21,0.53
EURCAD,4,2,7,0.2,0.29,0.51
EURCAD,4,2,8,0.3,0.21,0.51
EURCAD,4,2,9,0.4,0.22,0.52
EURCAD,4,2,10,0.5,0.21,0.53
EURCAD,4,3,11,1.0,0.25,0.60
EURCAD,5,1,1,0.01,0.38,0.73
EURCAD,5,1,2,0.02,0.35,0.73
EURCAD,5,1,3,0.03,0.43,0.73
EURCAD,5,1,4,0.04,0.39,0.73
EURCAD,5,1,5,0.05,0.20,0.48
EURCAD,5,2,6,0.1,0.24,0.50
EURCAD,5,2,7,0.2,0.16,0.50
EURCAD,5,2,8,0.3,0.25,0.51
EURCAD,5,2,9,0.4,0.24,0.51
EURCAD,5,2,10,0.5,0.22,0.51
EURCAD,5,3,11,1.0,0.19,0.55
EURCAD,5,3,12,1.5,0.32,0.59
EURCAD,6,1,1,0.01,0.34,0.68
EURCAD,6,1,2,0.02,0.38,0.71
EURCAD,6,1,3,0.03,0.31,0.68
EURCAD,6,1,4,0.04,0.33,0.69
EURCAD,6,1,5,0.05,0.18,0.50
EURCAD,6,2,6,0.1,0.23,0.41
EURCAD,6,2,7,0.2,0.16,0.46
EURCAD,6,2,8,0.3,0.21,0.49
EURCAD,6,2,9,0.4,0.20,0.47
EURCAD,6,2,10,0.5,0.22,0.46
EURCAD,6,3,11,1.0,0.22,0.51
EURCAD,6,3,12,1.5,0.18,0.55
EURCAD,6,3,13,2.0,0.31,0.56
EURCAD,7,1,1,0.01,0.32,0.65
EURCAD,7,1,2,0.02,0.31,0.67
EURCAD,7,1,3,0.03,0.29,0.66
EURCAD,7,1,4,0.04,0.33,0.66
EURCAD,7,1,5,0.05,0.27,0.67
EURCAD,7,2,6,0.1,0.15,0.47
EURCAD,7,2,7,0.2,0.17,0.48
EURCAD,7,2,8,0.3,0.15,0.44
EURCAD,7,2,9,0.4,0.20,0.47
EURCAD,7,2,10,0.5,0.20,0.41
EURCAD,7,3,11,1.0,0.16,0.44
EURCAD,7,3,12,1.5,0.21,0.46
EURCAD,7,3,13,2.0,0.24,0.49
EURCAD,7,3,14,2.5,0.32,0.64
GBPUSD,1,1,1,0.01,0.91,0.96
GBPUSD,1,1,2,0.02,0.88,0.97
GBPUSD,1,1,3,0.03,0.38,0.60
GBPUSD,1,1,4,0.04,0.36,0.62
GBPUSD,1,1,5,0.05,0.41,0.62
GBPUSD,1,2,6,0.1,0.39,0.61
GBPUSD,1,2,7,0.2,0.45,0.60
GBPUSD,1,2,8,0.3,0.31,0.59
GBPUSD,1,2,9,0.4,0.39,0.66
GBPUSD,1,2,10,0.5,0.45,0.62
GBPUSD,2,1,1,0.01,0.65,0.83
GBPUSD,2,1,2,0.02,0.43,0.85
GBPUSD,2,1,3,0.03,0.69,0.87
GBPUSD,2,1,4,0.04,0.34,0.58
GBPUSD,2,1,5,0.05,0.22,0.60
GBPUSD,2,2,6,0.1,0.39,0.54
GBPUSD,2,2,7,0.2,0.23,0.55
GBPUSD,2,2,8,0.3,0.29,0.61
GBPUSD,2,2,9,0.4,0.35,0.54
GBPUSD,2,2,10,0.5,0.40,0.58
GBPUSD,2,3,11,1.0,0.40,0.59
GBPUSD,3,1,1,0.01,0.45,0.77
GBPUSD,3,1,2,0.02,0.38,0.78
GBPUSD,3,1,3,0.03,0.47,0.78
GBPUSD,3,1,4,0.04,0.23,0.61
GBPUSD,3,1,5,0.05,0.38,0.58
GBPUSD,3,2,6,0.1,0.25,0.54
GBPUSD,3,2,7,0.2,0.23,0.55
